id,symbol,name,current_price,market_cap,total_volume,price_change_percentage_24h,categories,hashing_algorithm,genesis_date,sentiment_up,sentiment_down,developer_score,community_score,liquidity_score
redstone-oracles,red,RedStone,0.211147,63231670,20108206.0,-1.9834,,,,,,,,
usd-coin-ethereum-bridged,usdc.e,Arbitrum Bridged USDC (Arbitrum),1.001,63153242,3766970.0,0.08027,,,,,,,,
avantis,avnt,Avantis,0.243236,62791043,14021587.0,-6.76474,,,,,,,,
uma,uma,UMA,0.702307,62546658,6902436.0,-2.39536,,,,,,,,
useless-3,useless,Useless Coin,0.06266,62443103,7683752.0,-8.08076,,,,,,,,
power-protocol,power,Power Protocol,0.296115,62354200,14339559.0,17.37945,,,,,,,,
space-and-time,sxt,Space and Time,0.02476914,62258103,3716215.0,-3.63292,,,,,,,,
gohome,gohome,GOHOME,118.15,61886268,1668387.0,-0.03245,,,,,,,,
solo-coin,solo,Sologenic,0.155203,61851818,2892587.0,5.20489,,,,,,,,
cysic,cys,Cysic,0.384666,61829597,47632623.0,19.61098,,,,,,,,
unit-pump,upump,Unit Pump,0.00193704,61776580,984003.0,-2.60294,,,,,,,,
geodnet,geod,Geodnet,0.140757,61775604,260309.0,0.2299,,,,,,,,
skale,skl,SKALE,0.01019363,61739613,3925820.0,-2.67104,,,,,,,,
pirate-chain,arrr,Pirate Chain,0.313065,61425773,472474.0,9.52554,,,,,,,,
onyc,onyc,Onchain Yield Coin,1.06,61261956,419053.0,0.01363,,,,,,,,
fluid-wrapped-staked-eth,fwsteth,Fluid Wrapped Staked ETH,4033.36,61085299,0.0,0.0,,,,,,,,
venice-token,vvv,Venice Token,1.43,60983508,2851958.0,2.02688,,,,,,,,
bitdca,bdca,BitDCA,0.809665,60871811,15738.56,-0.0752,,,,,,,,
usdx,usdx,USDX,0.543494,60645512,3894.21,7.77535,,,,,,,,
lagrange,la,Lagrange,0.311261,59926975,19190947.0,-1.85679,,,,,,,,
home,home,HOME,0.01877399,59793236,15742981.0,-1.06258,,,,,,,,
folks,folks,FOLKS,4.79,59539798,36101318.0,-4.34617,,,,,,,,
minidoge-5,minidoge,Minidoge,8.5317e-08,59462172,5348275.0,-12.78344,,,,,,,,
api3,api3,Api3,0.429559,59403981,79383029.0,2.52173,,,,,,,,
apex-4,ap3x,APEX,0.04698562,59289864,99858.0,-1.65261,,,,,,,,
polymesh,polyx,Polymesh,0.04787621,58726476,5770087.0,-2.33088,,,,,,,,
tagger,tag,TAGGER,0.00053933,58719808,2233447.0,-5.901,,,,,,,,
biconomy,bico,Biconomy,0.04147503,58604830,6213258.0,-3.7267,,,,,,,,
overtake,take,OVERTAKE,0.329323,58252063,4292804.0,-1.64819,,,,,,,,
pundi-x-2,pundix,Pundi X,0.224889,58040463,3928861.0,-0.93734,,,,,,,,
icon,icx,ICON,0.053639,57970492,1573293.0,-2.69773,,,,,,,,
humidifi,wet,HumidiFi,0.250489,57459138,95402413.0,-3.24025,,,,,,,,
restaked-swell-eth,rsweth,Restaked Swell ETH,3101.81,57382259,43657.0,0.1628,,,,,,,,
ardor,ardr,Ardor,0.05742,57337398,1962401.0,-0.25527,,,,,,,,
gold-park,gpt,Gold Park,0.01613474,56781882,117588.0,6.29059,,,,,,,,
memecoin-2,meme,Memecoin,0.00095198,56766004,8451051.0,-1.40598,,,,,,,,
mask-network,mask,Mask Network,0.56826,56657772,45472534.0,-1.2679,,,,,,,,
ethereum-pow-iou,ethw,EthereumPoW,0.526761,56621146,3200322.0,-2.91491,,,,,,,,
sign-global,sign,Sign,0.03462844,56607833,2810075.0,-0.68505,,,,,,,,
bim-2,bim,BIM,1.88,56442538,332327.0,0.4649,,,,,,,,
fx-usd-saving,fxsave,f(x) USD Saving,1.074,56420545,12521.74,0.14377,,,,,,,,
altlayer,alt,AltLayer,0.01135516,56179202,10655838.0,-3.87758,,,,,,,,
ssv-network,ssv,SSV Network,3.8,55758288,12613491.0,-2.44175,,,,,,,,
magic-internet-money,mim,Magic Internet Money (Ethereum),1.001,55578185,613.03,0.0719,,,,,,,,
bridged-tether-opbnb,usdt,opBNB Bridged USDT (opBNB),0.999298,55572984,5003.79,-0.01921,,,,,,,,
og-fan-token,og,OG Fan Token,12.24,55437228,3790600.0,-0.41081,,,,,,,,
status,snt,Status,0.01390953,55068632,8075764.0,1.77495,,,,,,,,
avalanche-bridged-weth-avalanche,weth,Avalanche Bridged WETH (Avalanche),2978.38,54993772,10052974.0,-0.02265,,,,,,,,
lcx,lcx,LCX,0.058218,54946365,108045.0,-2.8162,,,,,,,,
binance-usd,busd,BUSD,0.998042,54918414,8216.48,0.02797,,,,,,,,
euler,eul,Euler,2.94,54827595,2848363.0,-3.49711,,,,,,,,
helder,hldr,Helder,0.236589,54753602,3015.69,0.13917,,,,,,,,
frax-share,frax,Frax (prev. FXS),0.624617,54688189,3727715.0,-2.36853,,,,,,,,
huma-finance,huma,Huma Finance,0.03133424,54266552,8530088.0,-0.03887,,,,,,,,
wrapped-cro,wcro,Wrapped CRO,0.095003,54128488,591485.0,-1.48214,,,,,,,,
deso,deso,Decentralized Social,5.12,53880079,31564.0,-2.54882,,,,,,,,
law-blocks,lbt,Law Blocks,0.219272,53712549,557313.0,-0.31299,,,,,,,,
optio,opt,Optio,0.00447559,53458751,12260.1,-27.47727,,,,,,,,
apertum,aptm,Apertum,0.782957,53420041,586807.0,-2.12104,,,,,,,,
band-protocol,band,Band,0.314843,53311797,2919514.0,-3.2246,,,,,,,,
illuvium,ilv,Illuvium,5.61,53131792,3864152.0,-4.60424,,,,,,,,
escoin-token,elg,Escoin,0.288068,53061849,304492.0,-0.34028,,,,,,,,
steakhouse-eth-morpho-vault,steaketh,Steakhouse ETH Morpho Vault,3091.97,52751403,0.0,0.26084,,,,,,,,
tokenlon,lon,Tokenlon,0.424136,52506755,4549.47,-0.33157,,,,,,,,
sui-bridged-wbtc-sui,wbtc,Sui Bridged WBTC (Sui),88377.0,52505492,2707941.0,0.39768,,,,,,,,
plume,plume,Plume,0.01671849,52134534,41655871.0,-3.47659,,,,,,,,
resupply-usd,reusd,Resupply USD,0.990614,52072934,396511.0,0.08475,,,,,,,,
coti,coti,COTI,0.02043771,51957605,4368147.0,-4.77773,,,,,,,,
harmony,one,Harmony,0.00352654,51954389,2422756.0,-1.40793,,,,,,,,
tellor,trb,Tellor Tributes,18.92,51936645,8572828.0,-2.44704,,,,,,,,
midas-msyrupusdp,msyrupusdp,Midas msyrupUSDp,1.021,51915457,1.099,0.0,,,,,,,,
binance-peg-zcash-token,zec,Binance-Peg ZEC,432.42,51887409,6634782.0,-3.97729,,,,,,,,
world-assets,inc,WorldAssets,0.571727,51842004,451464.0,-1.19838,,,,,,,,
zedxion,zedxion,Zedxion,0.422379,51666985,225.94,1.20277,,,,,,,,
kinetiq-earn-vault,vkhype,Kinetiq Earn Vault,24.67,51578078,182308.0,-1.82423,,,,,,,,
paxos-standard,usdp,Pax Dollar,0.999064,51518932,8290188.0,0.00183,,,,,,,,
enjincoin,enj,Enjin Coin,0.02686986,51401670,4120311.0,-3.69448,,,,,,,,
doodles,dood,Doodles,0.00662001,51393455,39999111.0,8.04746,,,,,,,,
dialectic-usd-vault,dusd,Dialectic USD Vault,1.008,51338779,492118.0,-0.01637,,,,,,,,
world-mobile-token,wmtx,World Mobile Token,0.064062,51272225,8093127.0,-2.78008,,,,,,,,
vaultbridge-bridged-usdc-katana,vbusdc,VaultBridge Bridged USDC (Katana),1.0,51270058,5061239.0,0.10469,,,,,,,,
woo-network,woo,WOO,0.02704654,51184635,14264460.0,10.49877,,,,,,,,
babylon,baby,Babylon,0.01727312,51110128,6711124.0,-0.27483,,,,,,,,
apex-token-2,apex,APEX,0.402157,50988122,9348328.0,0.12777,,,,,,,,
siren-2,siren,Siren,0.070157,50979414,5829712.0,-1.16276,,,,,,,,
pythia,pythia,PYTHIA,0.050928,50911714,466412.0,3.92258,,,,,,,,
notcoin,not,Notcoin,0.00050875,50617410,8158611.0,-2.6277,,,,,,,,
tesla-xstock,tslax,Tesla xStock,482.7,50576121,9723368.0,-0.03806,,,,,,,,
ecomi,omi,ECOMI,0.00018566,50348043,2795818.0,-1.85593,,,,,,,,
safecoin,safe,SAFEbit,0.132348,50321980,3738451.0,-2.05461,,,,,,,,
usdkg,usdkg,USDKG,0.999621,49982896,42603.0,0.03622,,,,,,,,
hex-trust-usdx,usdx,Hex Trust USD,0.985772,49723712,4641.22,-0.761,,,,,,,,
peaq-2,peaq,peaq,0.03003602,49688501,2409019.0,-6.34117,,,,,,,,
vaultbridge-bridged-eth-katana,vbeth,VaultBridge Bridged ETH (Katana),2984.58,49464519,2443704.0,0.54286,,,,,,,,
ontology,ont,Ontology,0.053707,49266707,2800053.0,-2.81291,,,,,,,,
straitsx-xusd,xusd,StraitsX XUSD,1.0,49099330,6724349.0,0.01071,,,,,,,,
constellation-labs,dag,Constellation,0.01296296,49019707,8018704.0,0.10526,,,,,,,,
ronin-bridged-weth-ronin,weth,Ronin Bridged WETH (Ronin),2983.23,48951432,299764.0,0.27392,,,,,,,,
tether-gold-tokens,xaut0,Tether Gold Tokens,4351.5,48449968,987824.0,0.14463,,,,,,,,
ark,ark,ARK,0.25246,48333784,1568827.0,-2.1479,,,,,,,,
carv,carv,CARV,0.159075,48275803,23245273.0,5.1623,,,,,,,,
changenow,now,ChangeNOW,0.576377,48238021,20603.0,-1.72774,,,,,,,,
mountain-protocol-usdm,usdm,Mountain Protocol USD,1.003,48160658,8.56,0.52558,,,,,,,,
bora,bora,BORA,0.04290468,48148760,29025118.0,11.0889,,,,,,,,
veraone,vro,VeraOne,130.51,48148354,35027.0,,,,,,,,,
usd,usd+,Overnight.fi USD+,0.99978,48079531,513575.0,-0.00407,,,,,,,,
kgen,kgen,KGeN,0.242043,47925835,4092561.0,2.88924,,,,,,,,
constitutiondao,people,ConstitutionDAO,0.00947534,47893809,16522743.0,-1.48176,,,,,,,,
project-galaxy,gal,GAL (migrated to Gravity - G),0.373639,47732140,51.53,-1.04703,,,,,,,,
firelight-staked-xrp,stxrp,Firelight Staked XRP,1.9,47459425,140811.0,-1.25984,,,,,,,,
orbs,orbs,Orbs,0.00978744,47395822,5260185.0,-1.88728,,,,,,,,
yzy,yzy,YZY,0.361703,47354337,9503814.0,-0.4465,,,,,,,,
marsmi,marsmi,MarsMi,0.04725662,47252713,148406.0,-1.52148,,,,,,,,
rserg,rserg,rsERG,0.483162,47093654,1260.45,2.38499,,,,,,,,
infrared-finance,ir,Infrared Finance,0.227451,46903509,96384667.0,-5.62199,,,,,,,,
sygnum-fiusd-liquidity-fund,fiusd,Sygnum FIUSD Liquidity Fund,11705.81,46795848,0.0,0.0,,,,,,,,
infrared-bera,ibera,Infrared Bera,0.592544,46677271,123846.0,-4.00964,,,,,,,,
gemini-dollar,gusd,Gemini Dollar,1.0,46651371,1175315.0,0.03331,,,,,,,,
unit-plasma,uxpl,Unit Plasma,0.129314,46564283,850871.0,-0.45012,,,,,,,,
sui-bridged-usdt-sui,sbusdt,Sui Bridged USDT (Sui),0.999361,46430788,41999738.0,0.00095,,,,,,,,
fulcrom,ful,Fulcrom,0.00280016,46408039,6806.66,-1.49936,,,,,,,,
nkyc-token,nkyc,NKYC Token,11.59,46371024,204054.0,0.34725,,,,,,,,
mass-vehicle-ledger,mvl,MVL,0.00167261,46245524,759114.0,0.3598,,,,,,,,
smardex,sdex,SMARDEX,0.00492434,46022172,288563.0,-0.36294,,,,,,,,
iostoken,iost,IOST,0.0015281,45855898,11154524.0,-1.17534,,,,,,,,
midas-mtbill,mtbill,Midas mTBILL,1.047,45708656,366207.0,0.0,,,,,,,,
gems-vip,gems,Gems VIP,0.070762,45566534,1996102.0,-1.31829,,,,,,,,
iexec-rlc,rlc,iExec RLC,0.627873,45507405,2922617.0,-1.26349,,,,,,,,
mezo-wrapped-btc,btc,Mezo Wrapped BTC,87173.0,45279993,15157.86,0.08313,,,,,,,,
whiteheart,white,Whiteheart,5091.01,45248914,32.37,,,,,,,,,
sui-bridged-ether-sui,sbeth,Sui Bridged Ether (Sui),2992.68,45028854,343636.0,0.37952,,,,,,,,
yield-guild-games,ygg,Yield Guild Games,0.066284,44894450,17715680.0,2.0725,,,,,,,,
degen-base,degen,Degen,0.00121428,44874219,2892567.0,-3.79037,,,,,,,,
stepn,gmt,GMT,0.01444403,44871315,12959665.0,-2.21285,,,,,,,,
cronos-bridged-wbtc-cronos,wbtc,Cronos Bridged WBTC (Cronos),88379.0,44684943,26827.0,1.035,,,,,,,,
bancor,bnt,Bancor Network,0.403656,44568525,188187.0,-0.75848,,,,,,,,
hive,hive,Hive,0.088007,44548063,1163260.0,-1.76186,,,,,,,,
bridged-wrapped-bitcoin-starkgate,wbtc,Bridged Wrapped Bitcoin (StarkGate),88084.0,44544371,1822444.0,0.29151,,,,,,,,
neiro-3,neiro,Neiro,0.00010618,44477080,16714461.0,-4.2839,,,,,,,,
energy-web-token,ewt,Energy Web,0.730651,44371955,420400.0,6.24307,,,,,,,,
derive,drv,Derive,0.051579,44263665,240740.0,2.08336,,,,,,,,
stargate-finance,stg,Stargate Finance,0.111064,44195037,3200444.0,-4.79977,,,,,,,,
aegis-yusd,yusd,Aegis YUSD,0.998313,44183040,932.37,0.11559,,,,,,,,
swarm-network,truth,Swarm Network,0.02124887,44155145,4720845.0,6.22071,,,,,,,,
tornado-cash,torn,Tornado Cash,11.38,43310309,1854790.0,0.62852,,,,,,,,
ai-rig-complex,arc,AI Rig Complex,0.04326696,43147970,7558835.0,-2.07237,,,,,,,,
lisk,lsk,Lisk,0.189908,42956006,4772574.0,-4.23229,,,,,,,,
storx,srx,StorX,0.070557,42719320,2309208.0,-1.31676,,,,,,,,
swipe,sxp,Solar,0.064456,42710952,19846188.0,0.16144,,,,,,,,
wrapped-bitcoin-pulsechain,wbtc,Wrapped Bitcoin (PulseChain),275.3,42610191,174718.0,4.79188,,,,,,,,
spell-token,spell,Spell,0.00024929,42574910,13618582.0,3.2832,,,,,,,,
swftcoin,swftc,SWFTCOIN,0.00426068,42548117,983035.0,-4.4332,,,,,,,,
solv-protocol-solvbtc-jupiter,solvbtc.jup,Solv Protocol SolvBTC Jupiter,94250.0,42453537,265.47,0.37672,,,,,,,,
hivemapper,honey,Hivemapper,0.00805755,42241067,417710.0,-4.88573,,,,,,,,
bridged-tether-linea,usdt,Linea Bridged USDT (Linea),0.999153,42157748,1238549.0,-0.06163,,,,,,,,
xpin-network,xpin,XPIN Network,0.00269131,41987036,19173227.0,38.48188,,,,,,,,
stronghold-token,shx,Stronghold,0.00779951,41922387,964602.0,-5.23156,,,,,,,,
sai,sai,Sai,15.66,41861469,2.82,0.22039,,,,,,,,
unifai-network,uai,UnifAI Network,0.175378,41860637,5354204.0,-3.35028,,,,,,,,
agentlisa,lisa,AgentLISA,0.194001,41847360,74966535.0,14.52227,,,,,,,,
cjournal-2,cjl,CJournal,0.070715,41680456,49323.0,0.21888,,,,,,,,
moonwell-flagship-usdc-morpho-vault,mwusdc,Moonwell Flagship USDC (Morpho Vault),0.956136,41653886,6.38,-9.67466,,,,,,,,
austin-capitals,aux,Austin Capitals,4.25,41585747,58209.0,0.01558,,,,,,,,
spark-2,spk,Spark,0.0194511,41485437,17392953.0,-4.89683,,,,,,,,
celium,sn51,Celium,12.34,41416185,173931.0,-4.10559,,,,,,,,
liquity-bold-2,bold,BOLD,0.997649,41393571,493912.0,-0.08741,,,,,,,,
bridged-nxpc,nxpc,Bridged NXPC,0.377597,41216838,45472.0,-2.39174,,,,,,,,
zelcash,flux,Flux,0.101168,41189556,2909141.0,-3.41168,,,,,,,,
atoshi,atos,Atoshi,0.04542985,41049980,45358.0,3.73205,,,,,,,,
binance-peg-dai,dai,Binance-Peg DAI,1.001,41027182,203809.0,0.10846,,,,,,,,
kelp-gain,ageth,Kelp Gain,3127.19,41006119,5177.21,2.0468,,,,,,,,
glidr,glidr,Glidr,1.16,40918044,104228.0,-0.24601,,,,,,,,
power-ledger,powr,Powerledger,0.077362,40915754,8898794.0,-1.13832,,,,,,,,
lava-network,lava,Lava Network,0.154041,40792787,12240201.0,3.0893,,,,,,,,
somnia,somi,Somnia,0.254985,40775008,9996373.0,-6.71753,,,,,,,,
momentum-3,mmt,Momentum,0.199889,40766015,13843822.0,-2.3512,,,,,,,,
stratis,strax,Xertra,0.01981764,40739061,3498959.0,3.54761,,,,,,,,
sanctum-2,cloud,Cloud,0.077166,40499703,406332.0,-1.90871,,,,,,,,
balancer,bal,Balancer,0.626123,40440488,1904184.0,-0.66083,,,,,,,,
bitcastle-token,bce,bitcastle Token,0.100808,40323398,65855.0,-4.14477,,,,,,,,
rocket-pool,rpl,Rocket Pool,1.83,40259921,3708003.0,-4.84288,,,,,,,,
certik,ctk,Shentu,0.261817,40178481,1408719.0,-2.34421,,,,,,,,
book-of-meme,bome,BOOK OF MEME,0.00057987,40053602,14618662.0,-1.69598,,,,,,,,
audius,audio,Audius,0.028946,39959458,2651323.0,-1.02459,,,,,,,,
cross-2,cross,Cross,0.118914,39852849,3087482.0,-2.39251,,,,,,,,
openledger-2,open,OpenLedger,0.18512,39801297,31010366.0,5.07376,,,,,,,,
coreum,coreum,Coreum,0.061067,39722324,231786.0,-2.69163,,,,,,,,
ergo,erg,Ergo,0.477971,39619403,158650.0,-3.0177,,,,,,,,
amnis-aptos,amapt,Amnis Aptos,1.57,39618937,29413.0,-1.41927,,,,,,,,
echelon-prime,prime,Echelon Prime,0.717895,39501964,989895.0,-5.79391,,,,,,,,
usd-coin-avalanche-bridged-usdc-e,usdc.e,Avalanche Bridged USDC (Avalanche),0.99981,39380569,1737774.0,0.00184,,,,,,,,
noble-dollar-usdn,usdn,Noble Dollar (USDN),0.999804,39361985,7101.17,0.0092,,,,,,,,
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,1.0,39202878,9.91,0.0,,,,,,,,
nusd,susd,Synthetix sUSD,0.899017,39160187,37087.0,0.2085,,,,,,,,
usual,usual,Usual,0.02518389,39076923,21482776.0,3.8134,,,,,,,,
